id,team_id,timestamp,temperature,humidity,illumination
42101,6,2024-11-26 12:46:05,24.19,25,207
42102,5,2024-11-26 12:46:32.529302,30.03,38,34
42103,4,2024-11-26 12:51:47,23.8,43.7,5
42104,6,2024-11-26 12:47:05,24.19,25,197
42105,5,2024-11-26 12:47:32.529382,30.04,37.3,30
42106,4,2024-11-26 12:52:47,23.8,43.6,19.2
42107,6,2024-11-26 12:48:05,24.19,25,180
42108,5,2024-11-26 12:48:32.529258,30,37.8,22
42109,4,2024-11-26 12:53:47,23.8,43.5,19.2
42110,6,2024-11-26 12:49:05,24.19,25,188
42111,5,2024-11-26 12:49:32.529439,29.96,37.3,15
42112,4,2024-11-26 12:54:47,23.8,43.5,18.3
42113,6,2024-11-26 12:50:05,24.12,25,196
42114,5,2024-11-26 12:50:32.5293,29.99,37,14
42115,4,2024-11-26 12:55:47,23.8,43.5,18.3
42116,6,2024-11-26 12:51:05,24.19,25,195
42117,5,2024-11-26 12:51:32.52932,30.04,38,14
42118,4,2024-11-26 12:56:47,23.8,43.5,8.3
42119,6,2024-11-26 12:52:05,24.19,25,201
42120,5,2024-11-26 12:52:32.529259,30.06,38,16
42121,4,2024-11-26 12:57:47,23.9,43.5,15
42122,6,2024-11-26 12:53:05,24.12,25,183
42123,5,2024-11-26 12:53:32.529295,30.09,38,17
42124,4,2024-11-26 12:58:47,23.9,43.5,16.7
42125,6,2024-11-26 12:54:05,24.12,25,195
42126,5,2024-11-26 12:54:32.529206,29.99,38.2,16
42127,4,2024-11-26 12:59:47,23.9,43.4,16.7
42128,6,2024-11-26 12:55:05,24.12,25,200
42129,5,2024-11-26 12:55:32.529289,29.99,38.2,32
42130,4,2024-11-26 13:00:47,23.9,43.4,16.7
42131,6,2024-11-26 12:56:05,24.19,25,184
42132,5,2024-11-26 12:56:32.52919,29.94,39.5,27
42133,4,2024-11-26 13:01:47,23.9,43.4,15
42134,6,2024-11-26 12:57:05,24.12,25,162
42135,5,2024-11-26 12:57:32.787398,29.96,39.3,26
42136,4,2024-11-26 13:02:47,23.9,43.4,11.7
42137,6,2024-11-26 12:58:05,24.19,25,182
42138,5,2024-11-26 12:58:32.787379,30.06,38,36
42139,4,2024-11-26 13:03:47,23.9,43.3,9.2
42140,6,2024-11-26 12:59:05,24.25,27,107
42141,5,2024-11-26 12:59:32.787334,30.04,38,29
42142,4,2024-11-26 13:04:47,23.9,43.3,1.7
42143,6,2024-11-26 13:00:05,24.25,26,92
42144,5,2024-11-26 13:00:32.787398,30.04,38,34
42145,4,2024-11-26 13:05:47,23.9,43.3,1.7
42146,5,2024-11-26 13:01:32.787341,30.01,38,35
42147,4,2024-11-26 13:06:47,23.9,43.3,2.5
42148,6,2024-11-26 13:00:05,24.25,26,92
42149,5,2024-11-26 13:02:32.787425,30.04,38,35
42150,6,2024-11-26 13:02:37,24.25,26,83
42151,4,2024-11-26 13:07:47,23.9,43.3,1.7
42152,5,2024-11-26 13:03:32.787354,30.08,38,34
42153,4,2024-11-26 13:08:47,23.8,43.3,0.8
42154,5,2024-11-26 13:04:32.787514,30.02,38,35
42155,6,2024-11-26 13:02:37,24.25,26,83
42156,6,2024-11-26 13:04:47,24.25,25,118
42157,6,2024-11-26 13:04:49,24.19,25,73
42158,4,2024-11-26 13:09:47,23.8,43.3,0.8
42159,5,2024-11-26 13:05:32.787441,30.06,38,35
42160,4,2024-11-26 13:10:47,23.7,43.4,0.8
42161,6,2024-11-26 13:04:49,24.19,25,73
42162,6,2024-11-26 13:05:57,24.19,25,58
42163,5,2024-11-26 13:06:32.787477,30.06,38,34
42164,4,2024-11-26 13:11:47,23.7,43.4,0.8
42165,6,2024-11-26 13:05:57,24.19,25,58
42166,6,2024-11-26 13:06:58,24.19,25,49
42167,5,2024-11-26 13:07:32.787569,30.07,38,33
42168,4,2024-11-26 13:12:47,23.6,43.5,0.8
42169,6,2024-11-26 13:08:14,24.12,25,48
42170,5,2024-11-26 13:08:32.787502,30.03,38,28
42171,4,2024-11-26 13:13:47,23.6,43.6,0.8
42172,5,2024-11-26 13:09:32.787354,30.04,38,25
42173,4,2024-11-26 13:14:47,23.5,43.6,0.8
42174,5,2024-11-26 13:10:32.787499,29.92,39,14
42175,6,2024-11-26 13:08:14,24.12,25,48
42176,6,2024-11-26 13:10:48,24.06,25,89
42177,4,2024-11-26 13:15:47,23.5,43.7,0.8
42178,5,2024-11-26 13:11:32.78756,29.92,39,11
42179,4,2024-11-26 13:16:47,23.5,43.8,0.8
42180,6,2024-11-26 13:11:59,24.06,25,53
42181,5,2024-11-26 13:12:32.787492,29.94,39,11
42182,3,2024-11-26 14:12:35,21.23,37.2,54.2
42183,4,2024-11-26 13:17:47,23.4,43.8,0.8
42184,5,2024-11-26 13:13:32.787426,29.98,38.5,10
42185,3,2024-11-26 14:13:41,20.99,38.5,52.9
42186,4,2024-11-26 13:18:47,23.4,43.9,0.8
42187,6,2024-11-26 13:11:59,24.06,25,53
42188,6,2024-11-26 13:14:03,24.06,25,57
42189,5,2024-11-26 13:14:32.787286,30,38,10
42190,4,2024-11-26 13:19:47,23.4,43.9,0.8
42191,3,2024-11-26 14:14:48,20.85,38.5,48.7
42192,5,2024-11-26 13:15:32.04546,29.99,38,9
42193,6,2024-11-26 13:15:05,24.06,25,56
42194,4,2024-11-26 13:20:47,23.4,43.9,0.8
42195,6,2024-11-26 13:15:48,24.06,25,54
42196,3,2024-11-26 14:15:54,20.79,37,48.1
42197,5,2024-11-26 13:16:32.047342,29.96,38,9
42198,4,2024-11-26 13:21:47,23.3,44,0.8
42199,6,2024-11-26 13:15:48,24.06,25,54
42200,6,2024-11-26 13:16:51,24,25,52
42201,3,2024-11-26 14:17:00,20.81,39.2,55.1
42202,5,2024-11-26 13:17:32.045558,30.02,38,9
42203,4,2024-11-26 13:22:47,23.3,44,0.8
42204,6,2024-11-26 13:16:51,24,25,52
42205,6,2024-11-26 13:17:48,24,26,56
42206,3,2024-11-26 14:18:06,20.77,37.7,47.2
42207,5,2024-11-26 13:18:32.045777,29.99,38,8
42208,4,2024-11-26 13:23:47,23.3,44,0
42209,6,2024-11-26 13:18:48,24,26,58
42210,3,2024-11-26 14:19:12,20.67,38.2,60.1
42211,5,2024-11-26 13:19:32.045669,30,38,8
42212,4,2024-11-26 13:24:47,23.3,44.1,0
42213,6,2024-11-26 13:19:48,24,26,48
42214,3,2024-11-26 14:20:17,20.59,37,59
42215,5,2024-11-26 13:20:32.045651,30,38,8
42216,4,2024-11-26 13:25:47,23.3,44.1,0
42217,6,2024-11-26 13:20:48,24,26,48
42218,5,2024-11-26 13:21:32.04556,29.97,38,8
42219,3,2024-11-26 14:21:23,20.46,37.5,55.4
42220,4,2024-11-26 13:26:47,23.2,44.1,0
42221,6,2024-11-26 13:21:48,24,26,45
42222,5,2024-11-26 13:22:32.045577,29.97,38,8
42223,3,2024-11-26 14:22:29,20.43,37.8,52.6
42224,4,2024-11-26 13:27:47,23.2,44.1,0
42225,6,2024-11-26 13:22:49,24,26,43
42226,5,2024-11-26 13:23:32.045567,29.94,38,8
42227,4,2024-11-26 13:28:47,23.2,44.1,0
42228,3,2024-11-26 14:23:34,20.4,36.2,46.4
42229,5,2024-11-26 13:24:32.045681,29.91,38,8
42230,4,2024-11-26 13:29:47,23.2,44.2,0
42231,3,2024-11-26 14:24:40,20.4,38,39.6
42232,5,2024-11-26 13:25:32.045694,29.94,38,8
42233,4,2024-11-26 13:30:47,23.2,44.2,0
42234,3,2024-11-26 14:25:45,20.38,38.2,37.2
42235,5,2024-11-26 13:26:32.045675,29.97,38,8
42236,4,2024-11-26 13:31:47,23.2,44.2,0
42237,3,2024-11-26 14:26:51,20.32,36.8,35.8
42238,5,2024-11-26 13:27:32.045672,29.97,38,8
42239,4,2024-11-26 13:32:47,23.2,44.2,0
42240,3,2024-11-26 14:27:56,20.28,37.2,33.3
42241,5,2024-11-26 13:28:32.045596,29.9,38,8
42242,4,2024-11-26 13:33:47,23.2,44.2,0
42243,3,2024-11-26 14:29:02,20.25,38.7,31.4
42244,5,2024-11-26 13:29:32.0457,29.9,38,8
42245,4,2024-11-26 13:34:47,23.2,44.2,0
42246,3,2024-11-26 14:30:07,20.23,36.7,30.6
42247,5,2024-11-26 13:30:32.045515,29.88,38,8
42248,4,2024-11-26 13:35:47,23.1,44.2,0
42249,6,2024-11-26 13:24:05,24,26,42
42250,5,2024-11-26 13:31:33.045488,29.94,38,8
42251,3,2024-11-26 14:31:13,20.18,37.2,29.3
42252,4,2024-11-26 13:36:47,23.2,44.2,0
42253,5,2024-11-26 13:32:32.045646,29.82,38.3,6
42254,6,2024-11-26 13:25:18,24,26,36
42255,6,2024-11-26 13:31:23,24,26,35
42256,6,2024-11-26 13:31:41,23.94,26,25
42257,6,2024-11-26 13:32:40,23.94,26,25
42258,4,2024-11-26 13:37:47,23.2,44.2,0
42259,3,2024-11-26 14:32:18,20.18,38.8,23.5
42260,6,2024-11-26 13:33:24,23.94,26,22
42261,5,2024-11-26 13:33:32.303721,29.75,39,6
42262,4,2024-11-26 13:38:47,23.2,44.2,0
42263,3,2024-11-26 14:33:24,20.18,37.2,0.3
42264,6,2024-11-26 13:34:24,23.94,26,28
42265,5,2024-11-26 13:34:32.303911,29.74,38.3,4
42266,4,2024-11-26 13:39:47,23.1,44.2,0
42267,3,2024-11-26 14:34:29,20.43,37.3,21.5
42268,6,2024-11-26 13:35:24,24,27,24
42269,5,2024-11-26 13:35:32.303988,29.75,37.5,5
42270,4,2024-11-26 13:40:47,23.1,44.2,0
42271,3,2024-11-26 14:35:34,20.44,36.3,23.7
42272,6,2024-11-26 13:36:24,24,27,24
42273,5,2024-11-26 13:36:32.303683,29.67,37.5,7
42274,4,2024-11-26 13:41:47,23.1,44.2,0
42275,3,2024-11-26 14:36:40,20.45,38.7,16.7
42276,6,2024-11-26 13:37:24,24,27,26
42277,5,2024-11-26 13:37:32.303881,29.69,37,7
42278,4,2024-11-26 13:42:47,23.1,44.3,0
42279,3,2024-11-26 14:37:45,20.35,37.8,18.9
42280,6,2024-11-26 13:38:24,24,27,24
42281,5,2024-11-26 13:38:32.303806,29.65,37,7
42282,4,2024-11-26 13:43:47,23.1,44.2,0
42283,6,2024-11-26 13:39:24,24,26,28
42284,3,2024-11-26 14:38:51,20.23,37,19
42285,5,2024-11-26 13:39:32.303678,29.57,37,6
42286,4,2024-11-26 13:44:47,23.1,44.2,0
42287,6,2024-11-26 13:40:24,24,26,32
42288,5,2024-11-26 13:40:32.303786,29.6,37.8,6
42289,4,2024-11-26 13:45:47,23.1,44.2,0
42290,3,2024-11-26 14:39:56,20.24,37.7,17.8
42291,6,2024-11-26 13:41:24,24,26,34
42292,5,2024-11-26 13:41:32.303739,29.59,38,6
42293,4,2024-11-26 13:46:47,23.1,44.1,0
42294,3,2024-11-26 14:41:01,20.68,36.7,18.9
42295,6,2024-11-26 13:42:24,23.94,26,36
42296,5,2024-11-26 13:42:32.303851,29.51,38,5
42297,4,2024-11-26 13:47:47,23.1,44.1,0
42298,3,2024-11-26 14:42:07,20.44,36.5,20.6
42299,6,2024-11-26 13:43:24,23.94,26,24
42300,5,2024-11-26 13:43:32.303762,29.54,38.2,5
42301,4,2024-11-26 13:48:47,23.1,44.1,0
42302,3,2024-11-26 14:43:12,20.31,37.3,16.8
42303,6,2024-11-26 13:44:24,24,27,32
42304,5,2024-11-26 13:44:32.303864,29.59,38,5
42305,4,2024-11-26 13:49:47,23.1,44.2,0
42306,6,2024-11-26 13:45:24,24.06,28,24
42307,5,2024-11-26 13:45:32.303668,29.62,38,5
42308,4,2024-11-26 13:50:47,23.1,44.2,0
42309,3,2024-11-26 14:46:14,20.39,36.2,16.8
42310,6,2024-11-26 13:46:24,24.12,27,25
42311,5,2024-11-26 13:46:32.303845,29.67,38,5
42312,4,2024-11-26 13:51:47,23.1,44.1,0
42313,3,2024-11-26 14:47:21,20.39,36.3,18.9
42314,6,2024-11-26 13:47:24,24.12,28,28
42315,5,2024-11-26 13:47:32.303885,29.57,37.8,5
42316,4,2024-11-26 13:52:47,23.1,44.1,0
42317,6,2024-11-26 13:48:24,24.19,28,23
42318,3,2024-11-26 14:48:29,20.34,38.3,22.8
42319,5,2024-11-26 13:48:32.303754,29.55,37.7,5
42320,4,2024-11-26 13:53:47,23.1,44.1,0
42321,6,2024-11-26 13:49:24,24.19,28,24
42322,5,2024-11-26 13:49:32.30387,29.43,38,4
42323,4,2024-11-26 13:54:47,23.2,44.1,0
42324,3,2024-11-26 14:49:36,20.28,38.7,26.8
42325,6,2024-11-26 13:50:24,24.19,27,26
42326,5,2024-11-26 13:50:32.30384,29.39,38,4
42327,4,2024-11-26 13:55:47,23.1,44.1,0
42328,6,2024-11-26 13:51:24,24.19,27,18
42329,5,2024-11-26 13:51:32.562028,29.44,38,4
42330,4,2024-11-26 13:56:47,23.1,44.1,0
42331,6,2024-11-26 13:52:24,24.19,27,8
42332,5,2024-11-26 13:52:32.561959,29.4,38,3
42333,4,2024-11-26 13:57:47,23.1,44.1,0
42334,6,2024-11-26 13:53:24,24.19,27,18
42335,5,2024-11-26 13:53:32.56193,29.34,38,0
42336,4,2024-11-26 13:58:47,23.1,44.1,0
42337,6,2024-11-26 13:54:24,24.19,27,17
42338,4,2024-11-26 13:59:47,23.1,44.1,0
42339,5,2024-11-26 13:54:32.561851,29.38,38,0
42340,6,2024-11-26 13:55:24,24.19,27,22
42341,4,2024-11-26 14:00:47,23.1,44.1,0
42342,5,2024-11-26 13:55:32.561953,29.36,37.3,0
42343,6,2024-11-26 13:56:24,24.19,27,30
42344,4,2024-11-26 14:01:47,23.1,44.1,0
42345,5,2024-11-26 13:56:32.561996,29.41,37.7,0
42346,6,2024-11-26 13:57:24,24.19,27,32
42347,4,2024-11-26 14:02:47,23.1,44.1,0
42348,5,2024-11-26 13:57:32.561809,29.42,37.3,0
42349,6,2024-11-26 13:58:24,24.19,27,31
42350,4,2024-11-26 14:03:47,23.1,44.1,0
42351,5,2024-11-26 13:58:32.561942,29.34,38,0
42352,6,2024-11-26 13:59:24,24.19,27,32
42353,4,2024-11-26 14:04:47,23.1,44.1,0
42354,5,2024-11-26 13:59:32.561913,29.4,38,0
42355,3,2024-11-26 14:59:46,21.64,35.5,28.1
42356,6,2024-11-26 14:00:24,24.19,27,29
42357,4,2024-11-26 14:05:47,23.1,44.1,0
42358,5,2024-11-26 14:00:32.561987,29.36,38,0
42359,3,2024-11-26 15:00:54,21.43,36.8,26.7
42360,6,2024-11-26 14:01:24,24.19,27,30
42361,4,2024-11-26 14:06:47,23.1,44.1,0
42362,5,2024-11-26 14:01:32.561866,29.29,38,0
42363,3,2024-11-26 15:02:01,21.29,36,27.8
42364,6,2024-11-26 14:02:24,24.19,27,22
42365,4,2024-11-26 14:07:47,23.1,44.1,0
42366,5,2024-11-26 14:02:32.561895,29.28,38,1095
42367,3,2024-11-26 15:03:09,21.23,36.7,27.4
42368,6,2024-11-26 14:03:24,24.19,27,22
42369,4,2024-11-26 14:08:47,23.1,44.1,0
42370,5,2024-11-26 14:03:32.561908,29.32,38.2,1644
42371,3,2024-11-26 15:04:16,21.18,37,25
42372,6,2024-11-26 14:04:24,24.19,27,20
42373,4,2024-11-26 14:09:47,23.1,44.1,0
42374,5,2024-11-26 14:04:32.561982,29.25,39,1647
42375,3,2024-11-26 15:05:24,21.23,38.2,24.2
42376,6,2024-11-26 14:05:24,24.19,27,18
42377,4,2024-11-26 14:10:47,23.1,44.1,0
42378,5,2024-11-26 14:05:32.561947,29.45,38.8,1649
42379,6,2024-11-26 14:06:24,24.19,27,18
42380,4,2024-11-26 14:11:47,23.1,44.1,0
42381,3,2024-11-26 15:06:31,21.3,35.3,24.9
42382,5,2024-11-26 14:06:32.561939,29.57,38.3,1648
42383,6,2024-11-26 14:07:24,24.19,27,18
42384,4,2024-11-26 14:12:47,23.1,44.1,0
42385,5,2024-11-26 14:07:32.562069,29.59,38.5,1648
42386,3,2024-11-26 15:07:39,21.39,37.7,25.6
42387,6,2024-11-26 14:08:24,24.19,27,18
42388,4,2024-11-26 14:13:47,23.1,44.1,0
42389,5,2024-11-26 14:08:32.561942,29.64,39,1648
42390,3,2024-11-26 15:08:46,21.4,35.3,25.6
42391,6,2024-11-26 14:09:24,24.19,27,19
42392,4,2024-11-26 14:14:47,23.1,44.1,0
42393,5,2024-11-26 14:09:32.820214,29.67,39,1649
42394,3,2024-11-26 15:09:54,21.4,35.8,23.7
42395,6,2024-11-26 14:10:24,24.19,27,18
42396,4,2024-11-26 14:15:47,23.1,44.1,0
42397,5,2024-11-26 14:10:32.820056,29.67,39,1648
42398,3,2024-11-26 15:11:01,21.42,35.2,22.1
42399,6,2024-11-26 14:11:24,24.12,27,17
42400,4,2024-11-26 14:16:47,23.1,44.1,0
42401,5,2024-11-26 14:11:32.820215,29.69,39,1648
42402,3,2024-11-26 15:12:09,21.38,35.2,21.2
42403,6,2024-11-26 14:12:24,24.12,27,14
42404,4,2024-11-26 14:17:47,23.1,44.1,0
42405,5,2024-11-26 14:12:32.820164,29.75,39,1648
42406,3,2024-11-26 15:13:16,21.38,37.3,22.6
42407,6,2024-11-26 14:13:24,24.12,27,16
42408,4,2024-11-26 14:18:47,23,44.2,0
42409,5,2024-11-26 14:13:32.820093,29.78,39,1648
42410,3,2024-11-26 15:14:24,21.32,36,25.8
42411,6,2024-11-26 14:14:24,24.12,27,20
42412,4,2024-11-26 14:19:47,23.1,44.1,0
42413,5,2024-11-26 14:14:32.821855,29.81,39,1649
42414,4,2024-11-26 14:20:47,23.1,44.1,0
42415,6,2024-11-26 14:15:24,24.12,27,18
42416,3,2024-11-26 15:15:31,21.26,36,29
42417,5,2024-11-26 14:15:32.820187,29.74,39,1650
42418,4,2024-11-26 14:21:47,23.1,44.2,0
42419,6,2024-11-26 14:16:24,24.12,27,18
42420,5,2024-11-26 14:16:32.820222,29.48,37.7,1650
42421,3,2024-11-26 15:16:39,21.22,35.8,28.5
42422,4,2024-11-26 14:22:47,23.1,44.1,0
42423,6,2024-11-26 14:17:24,24.12,27,18
42424,5,2024-11-26 14:17:32.820111,29.26,35.5,1651
42425,3,2024-11-26 15:17:46,21.19,35.7,25.1
42426,4,2024-11-26 14:23:47,23.1,44.1,0
42427,6,2024-11-26 14:18:24,24.19,28,17
42428,5,2024-11-26 14:18:32.820103,28.86,33.2,1652
42429,3,2024-11-26 15:18:54,21.17,37.2,22.2
42430,4,2024-11-26 14:24:47,23.1,44.2,0
42431,6,2024-11-26 14:19:24,24.25,28,16
42432,5,2024-11-26 14:19:32.82001,28.69,32,1651
42433,3,2024-11-26 15:20:01,21.16,37.2,19.7
42434,4,2024-11-26 14:25:47,23.1,44.1,0
42435,6,2024-11-26 14:20:24,24.25,28,15
42436,5,2024-11-26 14:20:32.82017,28.76,31.5,1652
42437,3,2024-11-26 15:21:09,21.12,36.3,17.8
42438,4,2024-11-26 14:26:47,23.1,44.1,0
42439,6,2024-11-26 14:21:24,24.25,27,14
42440,5,2024-11-26 14:21:32.820156,28.76,31.8,1653
42441,3,2024-11-26 15:22:16,21.06,36.5,16.7
42442,4,2024-11-26 14:27:47,23.1,44.2,0
42443,6,2024-11-26 14:22:24,24.25,27,12
42444,5,2024-11-26 14:22:32.820015,28.64,31.8,1651
42445,4,2024-11-26 14:28:47,23.1,44.1,0
42446,3,2024-11-26 15:23:24,21.06,36.5,16
42447,6,2024-11-26 14:23:24,24.25,27,10
42448,5,2024-11-26 14:23:32.820106,28.27,31,1650
42449,4,2024-11-26 14:29:47,23.1,44.1,0
42450,6,2024-11-26 14:24:24,24.25,27,9
42451,3,2024-11-26 15:24:31,21,37.3,16.8
42452,5,2024-11-26 14:24:32.820119,28.29,31,1649
42453,4,2024-11-26 14:30:47,23.1,44.1,0
42454,6,2024-11-26 14:25:24,24.19,27,9
42455,5,2024-11-26 14:25:32.820192,28.17,31,1648
42456,3,2024-11-26 15:25:39,21,36.2,17.1
42457,4,2024-11-26 14:31:47,23.1,44.1,0
42458,6,2024-11-26 14:26:24,24.19,27,10
42459,5,2024-11-26 14:26:32.820164,27.95,31,1648
42460,3,2024-11-26 15:26:47,20.98,36.8,18.1
42461,4,2024-11-26 14:32:47,23.1,44.1,0
42462,6,2024-11-26 14:27:24,24.19,27,9
42463,5,2024-11-26 14:27:32.078337,27.88,31.2,1648
42464,3,2024-11-26 15:27:54,20.98,38,19.9
42465,4,2024-11-26 14:33:47,23.1,44.1,0
42466,6,2024-11-26 14:28:24,24.19,27,10
42467,5,2024-11-26 14:28:32.07822,27.76,31,1647
42468,3,2024-11-26 15:29:02,20.94,36.2,19.2
42469,4,2024-11-26 14:34:47,23.1,44.1,0
42470,6,2024-11-26 14:29:24,24.19,27,11
42471,5,2024-11-26 14:29:32.07833,27.8,31.8,1647
42472,3,2024-11-26 15:30:09,20.91,38.8,16.8
42473,4,2024-11-26 14:35:47,23.1,44.1,0
42474,6,2024-11-26 14:30:24,24.19,27,11
42475,5,2024-11-26 14:30:32.078354,27.69,31.5,1648
42476,3,2024-11-26 15:31:17,20.94,38.5,15.1
42477,4,2024-11-26 14:36:47,23.1,44.1,0
42478,6,2024-11-26 14:31:24,24.19,27,10
42479,5,2024-11-26 14:31:32.078196,27.59,31,1647
42480,4,2024-11-26 14:37:47,23.1,44.1,0
42481,3,2024-11-26 15:32:24,20.95,36.3,14
42482,6,2024-11-26 14:32:24,24.12,27,9
42483,5,2024-11-26 14:32:32.07847,27.72,31.3,1647
42484,4,2024-11-26 14:38:47,23.1,44.2,0
42485,6,2024-11-26 14:33:24,24.12,27,9
42486,3,2024-11-26 15:33:32,20.97,36.3,13.5
42487,5,2024-11-26 14:33:32.078342,27.61,31.8,1646
42488,4,2024-11-26 14:39:47,23.1,44.2,0
42489,6,2024-11-26 14:34:24,24.12,27,8
42490,5,2024-11-26 14:34:32.078272,27.36,31,1646
42491,3,2024-11-26 15:34:39,21.03,35.8,13.2
42492,4,2024-11-26 14:40:47,23.1,44.2,0
42493,6,2024-11-26 14:35:24,24.12,27,8
42494,5,2024-11-26 14:35:32.0784,27.21,30.3,1646
42495,3,2024-11-26 15:35:47,21.06,36.8,14
42496,4,2024-11-26 14:41:47,23.1,44.1,0
42497,6,2024-11-26 14:36:24,24.12,27,8
42498,5,2024-11-26 14:36:32.078319,27.32,30,1646
42499,3,2024-11-26 15:36:54,21.1,37.3,14.2
42500,4,2024-11-26 14:42:47,23.1,44.1,0
42501,6,2024-11-26 14:37:24,24.12,27,9
42502,5,2024-11-26 14:37:32.078175,27.47,31,1644
42503,3,2024-11-26 15:38:02,21.06,37.5,14.4
42504,4,2024-11-26 14:43:47,23.1,44.2,0
42505,6,2024-11-26 14:38:24,24.12,27,8
42506,5,2024-11-26 14:38:32.078334,27.53,31,1645
42507,3,2024-11-26 15:39:09,21.09,35.5,12.9
42508,4,2024-11-26 14:44:47,23.1,44.1,0
42509,6,2024-11-26 14:39:24,24.12,27,8
42510,5,2024-11-26 14:39:32.078489,27.47,30.2,1645
42511,4,2024-11-26 14:45:47,23.1,44.2,0
42512,3,2024-11-26 15:40:17,21.12,35.7,11.5
42513,6,2024-11-26 14:40:24,24.12,27,7
42514,5,2024-11-26 14:40:32.078389,27.34,30,1644
42515,4,2024-11-26 14:46:47,23.1,44.1,0
42516,6,2024-11-26 14:41:24,24.12,27,7
42517,3,2024-11-26 15:41:24,21.11,35.2,10.8
